directorGender,tmdbId,noDataCast,femaleCast,maleCast,noDataCrew,femaleCrew,maleCrew,movieId,imdbId
4,143437,4,0,3,1,0,2,149300,67532
4,26028,5,1,7,8,2,5,149306,93312
4,26360,2,0,2,1,1,1,149308,94590
4,139230,0,0,0,0,1,1,149310,1314218
4,140595,0,1,0,3,2,2,149314,308213
3,22305,2,0,2,0,0,0,149316,500144
4,273085,0,0,1,0,0,3,149318,349136
3,63011,0,0,1,0,0,0,149320,788006
2,63160,2,3,4,3,1,2,149322,1548018
4,20363,1,1,3,1,0,1,149324,81915
0,83728,9,1,6,6,1,6,149326,1756791
0,55534,15,3,11,54,1,7,149328,309150
3,125464,7,0,4,3,0,2,149330,182015
4,358532,10,0,2,11,1,1,149332,5016760
0,340666,15,32,16,94,6,21,149334,4550098
2,339339,2,0,0,4,0,0,149336,3501046
4,339888,0,0,0,2,0,0,149338,4254838
2,359204,0,0,0,4,0,0,149340,4684410
2,149232,1,1,6,3,0,0,149342,1025102
2,237710,1,3,3,4,0,1,149344,3004544
2,345139,0,0,0,1,0,0,149346,4413794
2,356483,3,3,4,1,0,1,149348,3551400
2,356486,8,3,1,8,0,0,149350,3201722
0,274167,5,5,11,8,1,15,149352,1528854
0,266294,10,14,10,6,4,7,149354,1850457
2,169382,0,0,0,3,0,0,149358,461674
2,46914,10,1,1,14,0,2,149360,1018902
2,310972,1,3,4,1,0,0,149364,3626180
0,363486,2,6,7,2,0,2,149366,5014528
0,348634,2,2,4,1,0,1,149368,4767950
0,363484,2,3,2,0,0,2,149370,5097970
0,363482,0,3,4,0,0,2,149372,5033114
0,328848,8,11,5,3,6,6,149374,4621642
0,343284,1,2,3,6,0,3,149376,3602128
0,361751,4,11,6,2,3,2,149378,4933782
0,362886,0,4,4,0,1,1,149380,5056034
2,360604,3,4,6,37,2,4,149382,5031014
0,363476,1,3,2,0,1,1,149384,5156770
2,363478,0,2,2,1,0,1,149386,5182120
0,363479,1,2,2,4,1,3,149388,5210048
2,363480,1,3,2,2,0,0,149390,5204384
0,363483,1,3,0,1,0,1,149392,5133810
0,360603,6,1,2,2,0,1,149394,5133572
0,366630,2,2,1,2,0,1,149396,4698718
2,366631,1,3,2,4,1,4,149398,5210078
1,366018,3,3,2,1,2,0,149400,4587740
2,79720,4,0,0,2,0,0,149402,138074
2,336681,6,0,1,10,0,0,149404,4603080
4,140300,18,3,13,26,2,6,149406,2267968
2,16308,6,3,6,3,0,1,149408,159568
2,16157,8,2,3,6,0,1,149410,95262
2,154738,4,0,7,9,0,2,149412,95512
2,45528,10,1,3,7,0,0,149414,1177161
0,21442,2,4,3,6,0,1,149416,416080
2,319089,0,0,0,7,0,0,149418,4316236
0,62691,4,1,0,7,0,1,149420,844347
3,79280,0,1,1,0,0,0,149424,1459998
0,281524,6,1,13,1,0,2,149426,2360446
0,72443,7,3,5,5,0,1,149428,416881
2,58550,3,4,4,3,0,0,149430,1330229
4,95164,4,4,1,8,0,1,149432,456821
2,160297,0,0,11,2,0,0,149434,760185
2,58551,5,1,0,4,0,0,149436,1139641
2,72592,11,2,7,2,0,0,149438,810400
1,64882,5,2,9,1,2,0,149440,1826714
2,61888,4,5,8,7,0,3,149442,1542840
2,142499,1,3,1,2,0,0,149444,235452
0,63465,1,1,2,4,0,2,149446,1897945
0,85377,2,2,2,2,0,3,149448,1882164
0,41835,0,0,0,0,0,1,149450,1097268
2,100923,6,2,1,5,0,0,149452,468652
2,138853,1,2,1,1,0,0,149454,1655400
0,38000,0,1,1,0,0,1,149456,1233473
2,45079,7,2,3,1,0,1,149458,1810510
2,72505,2,2,4,1,0,2,149460,1606595
2,286007,0,0,0,2,0,0,149462,1872823
2,56232,7,1,3,2,0,0,149464,1669801
0,67560,2,1,0,1,0,2,149466,1603463
2,108646,9,1,0,5,0,0,149468,2095657
2,64228,1,3,2,3,0,0,149470,1032764
4,41198,8,1,2,4,0,0,149472,367174
0,80618,2,3,1,0,0,1,149474,1954498
0,114661,0,1,1,0,0,1,149476,464762
2,32695,8,4,3,5,1,4,149478,1078600
2,313676,6,1,1,1,0,0,149480,1386449
0,38011,0,4,6,1,0,2,149482,475557
0,116488,2,2,4,4,1,2,149484,2173264
0,314283,2,3,2,2,0,2,149486,4276834
0,26381,0,1,3,1,0,2,149488,1330015
0,206155,3,1,1,5,0,2,149490,872007
2,49704,3,2,1,8,0,3,149492,1646214
0,47331,4,1,5,0,0,1,149494,493567
0,159230,1,2,2,1,0,1,149496,2652756
1,138665,3,1,2,2,1,0,149498,2411024
0,171587,4,5,4,6,0,2,149500,2592336
0,189151,5,5,3,1,0,1,149504,1818377
0,169068,6,8,7,0,1,1,149506,1665418
2,92499,1,3,2,9,0,0,149508,2132405
2,232420,9,2,3,5,0,0,149510,104616
2,212640,2,1,2,1,0,0,149512,3013126
0,311093,1,4,4,0,0,1,149514,4280430
0,13739,7,4,4,0,0,1,149516,448245
2,260583,24,1,1,9,0,0,149518,27967
0,343702,8,5,8,0,0,2,149520,4163644
2,31127,14,0,1,18,0,2,149522,98156
2,40800,3,2,8,2,0,1,149524,101309
0,62768,4,4,3,5,1,4,149526,91065
0,70702,5,2,4,3,0,7,149530,39320
2,372981,2,2,1,11,1,4,149532,5248968
2,320587,1,0,0,1,0,1,149534,3735302
0,106222,1,2,1,0,0,1,149536,376827
0,200998,0,0,0,0,0,2,149540,94134
0,73526,12,1,6,11,1,3,149542,243222
4,26537,2,1,0,0,0,2,149546,76448
3,242551,0,0,0,0,0,0,149548,2303112
2,128070,2,0,1,2,0,0,149550,2379436
0,323929,12,0,2,14,0,5,149552,4266638
0,45166,1,3,7,4,0,8,149554,40087
0,60481,6,0,7,3,0,5,149556,31058
2,229005,5,2,5,6,1,3,149558,21633
4,82036,2,4,6,4,0,13,149560,27376
2,43788,23,3,22,9,0,12,149562,34027
0,43823,21,1,11,4,0,6,149564,33169
2,102051,6,0,4,12,0,0,149566,1734589
0,364833,3,0,3,2,0,2,149568,4419390
0,50542,8,2,0,5,1,1,149570,1554523
4,24426,5,0,1,2,0,0,149572,1286126
4,40246,2,4,6,2,0,4,149574,79828
0,141976,0,2,2,0,0,1,149576,2064865
1,299578,2,7,2,0,1,0,149578,4012254
2,239180,1,2,5,3,0,0,149580,2994382
2,352209,1,1,6,1,0,2,149582,4737910
2,350849,4,3,1,12,0,1,149584,2734566
2,141476,2,2,4,4,0,0,149586,1794725
2,373976,6,3,0,3,0,0,149588,4779296
0,344041,5,2,4,32,3,4,149590,3703908
1,220488,11,3,2,13,3,5,149592,2102502
0,291348,8,0,2,8,0,6,149594,2587914
2,335205,5,0,0,2,0,0,149596,3473390
3,76354,1,5,0,0,0,0,149598,1542488
0,37715,0,2,3,0,0,2,149600,1172996
2,70712,2,2,2,4,1,0,149602,1684928
2,161482,3,4,2,3,0,0,149604,2040537
0,362045,2,3,4,6,0,2,149606,3735246
2,278706,9,0,0,9,1,0,149608,2836260
2,96985,3,0,1,1,0,0,149610,71624
2,256687,0,2,6,3,1,0,149612,2112277
2,350845,7,1,1,15,0,2,149614,3909336
2,191731,0,0,0,1,0,0,149616,2912144
0,43020,1,1,6,1,0,2,149618,54756
2,127642,23,1,4,10,2,1,149620,430082
2,315319,23,4,8,1,0,0,149622,3907790
2,298722,4,2,3,7,0,1,149624,3358470
2,370835,6,3,3,4,0,2,149626,4040072
0,61464,21,1,1,0,0,1,149630,32742
0,60116,1,1,1,0,0,1,149632,34268
0,278122,7,0,1,17,0,3,149634,33648
0,299143,16,2,1,14,0,5,149636,38852
0,113936,11,0,1,12,0,4,149638,49839
0,166888,0,2,3,4,0,3,149640,56468
4,339934,0,0,1,4,0,1,149642,3504604
0,60895,0,5,4,0,0,1,149644,1699225
2,316179,4,0,1,2,0,0,149646,4133088
0,217250,3,3,4,4,0,4,149648,38715
0,373977,4,4,4,1,0,1,149650,4146128
0,254736,11,0,3,14,1,5,149652,3284178
0,91067,7,0,0,4,0,3,149654,1723112
0,128230,0,0,0,0,0,1,149656,2361042
0,347201,4,3,5,2,0,2,149658,4618398
4,66772,5,0,4,5,0,1,149660,71138
2,253258,3,4,3,4,0,0,149662,3271120
2,326415,14,0,1,7,0,0,149664,3922350
0,89751,2,2,2,0,0,2,149666,53640
2,26550,4,1,4,7,0,0,149668,77682
0,20360,2,3,5,1,0,2,149670,795434
0,373357,0,0,0,0,0,1,149674,101070
0,342927,17,2,3,15,2,7,149676,4685096
0,68507,4,2,0,13,0,4,149678,282628
2,272426,2,2,4,2,0,0,149683,1143145
2,357940,2,1,3,3,0,0,149686,4701702
0,41032,3,1,7,2,0,1,149688,69316
2,292523,2,1,2,11,0,1,149692,63381
2,28997,1,0,5,3,0,1,149694,989007
2,73976,17,3,1,12,1,0,149696,1735853
2,37817,2,1,3,3,0,0,149698,895777
2,82745,2,2,1,5,0,0,149700,2139855
2,85389,3,0,0,3,0,0,149702,1522189
2,73919,5,0,0,4,2,0,149704,1483795
2,69846,3,1,4,6,0,2,149706,327002
2,55138,7,1,2,1,0,0,149709,187231
1,300601,12,2,0,3,1,0,149711,4161962
2,100274,1,2,3,2,0,0,149713,1930308
2,372821,8,2,7,2,0,0,149715,3573412
0,145711,0,3,3,1,0,1,149717,2417134
1,107257,8,5,5,0,2,0,149719,1823059
2,267319,4,2,19,4,0,3,149721,3421270
2,317442,8,3,4,1,0,1,149723,3717532
3,98440,5,0,1,0,0,0,149725,1320113
3,98438,7,0,1,0,0,0,149727,907868
3,98439,5,1,1,3,0,1,149729,1128079
2,261157,3,0,0,5,0,0,149731,3358654
2,79708,2,0,3,1,0,0,149733,1957996
2,114018,6,0,0,3,0,0,149735,191066
2,267955,2,0,1,1,0,0,149739,3063470
0,352200,11,0,1,7,1,7,149741,4935282
2,366566,2,7,4,7,1,2,149745,1659611
0,337075,1,0,1,1,0,2,149747,4001992
2,309811,5,0,0,3,0,0,149753,2601260
2,281291,0,2,3,1,0,2,149755,99127
2,362154,13,1,3,6,0,0,149759,4819560
0,16632,5,2,3,2,0,2,149761,395677
0,20969,2,3,4,0,0,1,149764,492650
0,16147,9,6,5,2,1,3,149766,430895
1,214129,21,1,2,2,1,0,149768,3094914
2,140054,6,2,0,3,0,0,149770,1866931
2,129745,6,2,0,3,0,0,149772,2002626
1,252981,18,1,5,2,2,0,149774,3469386
1,63064,12,2,0,1,2,1,149776,1745713
2,81560,3,1,3,6,0,0,149778,1649354
0,41186,4,1,1,2,0,1,149780,1159223
2,279998,0,1,1,2,0,0,149782,1985196
2,36185,9,2,3,2,0,0,149784,1068643
0,9375,3,6,3,6,0,4,149786,215681
2,36164,1,4,2,2,0,0,149788,1233482
0,53514,3,3,2,0,0,1,149790,1786668
2,40119,11,0,2,7,0,1,149792,1237958
2,292264,6,2,3,3,0,1,149794,2714934
0,118451,2,1,1,8,0,2,149796,2390253
4,54225,0,9,7,2,0,4,149798,1587422
2,40121,4,1,1,3,0,0,149800,1260937
0,119273,1,1,1,0,0,1,149802,2319760
2,39493,10,0,1,2,0,0,149804,1092006
2,99188,2,1,4,1,0,0,149806,1427241
2,252067,2,3,4,4,0,0,149808,3579990
2,52870,6,4,3,2,0,1,149810,1493070
2,201386,12,0,0,1,0,0,149814,2671776
3,110713,0,0,1,0,0,0,149816,151513
4,341517,0,0,0,2,0,0,149818,249947
4,282879,17,3,8,10,1,7,149822,386124
0,315534,1,0,1,0,0,4,149824,291015
2,339944,12,0,0,4,0,0,149826,3949936
0,40241,3,2,3,8,1,5,149828,83261
2,58431,3,13,6,6,3,4,149830,1374989
0,31078,0,4,2,1,0,2,149832,381842
2,58887,2,3,0,1,0,0,149836,1535110
2,172767,6,1,2,20,1,5,149840,2518848
0,89145,2,0,6,1,0,3,149848,40097
0,249260,11,4,3,4,3,4,149854,2622826
2,151911,3,3,9,2,1,8,149856,29924
0,163890,0,0,0,0,0,1,149858,826039
4,95134,3,1,2,2,3,3,149860,12952
0,99729,2,3,12,2,0,8,149864,23878
2,181426,5,2,4,1,0,0,149868,26195
0,44459,2,4,3,5,0,5,149875,129672
1,153717,5,2,2,1,1,2,149879,1787655
1,289673,2,6,2,2,1,3,149883,218891
2,337208,8,3,4,16,0,3,149888,3252786
0,262234,2,3,3,0,0,2,149892,21807
0,302026,4,0,3,54,1,7,149902,2504640
2,182035,6,1,4,2,0,3,149910,25303
2,102288,0,1,7,2,0,3,149913,60564
1,121197,1,3,2,5,3,4,149925,42783
0,272095,5,2,3,29,2,3,149929,2559036
2,211354,3,3,4,1,0,1,149936,2148433
0,49172,1,2,5,0,0,2,149938,114202
0,83880,3,3,8,3,3,6,149946,1698008
0,38920,2,0,6,5,1,5,149950,80546
0,26199,0,4,9,2,0,3,149965,59390
0,175822,5,2,7,4,1,3,149967,23145
2,21167,7,2,3,11,0,0,149978,1289432
2,66068,3,1,2,3,0,0,149980,304389
2,84479,2,1,2,10,0,0,149982,1772947
1,20226,14,0,2,1,1,0,149984,789770
2,132561,5,0,1,1,0,0,149986,1301308
0,44751,0,3,8,0,0,1,149988,1286784
1,68360,3,1,1,0,2,0,149990,1194628
2,68444,1,2,1,2,0,0,149992,808174
4,276608,3,2,1,2,0,0,149994,441694
2,12135,10,0,1,8,0,0,149996,940723
2,76202,0,2,5,4,0,1,149998,98615
0,61935,3,2,1,0,0,1,150000,1538545
2,17486,7,7,5,4,0,0,150002,1381112
1,69740,0,1,3,1,2,0,150004,1506965
2,123005,1,1,2,2,0,0,150006,1817088
2,47587,1,1,1,1,0,0,150008,114577
2,42748,10,1,0,13,0,1,150010,1511329
2,60775,6,2,0,1,0,0,150012,1470860
2,22034,5,0,2,2,0,0,150014,473492
2,150041,7,2,3,3,0,1,150016,2197849
2,66066,5,0,2,2,0,0,150018,443352
3,263582,0,0,0,0,0,0,150020,83307
2,80469,13,0,3,1,0,0,150022,1784458
2,56950,5,0,1,2,0,0,150024,1678044
2,299856,3,0,1,1,0,0,150026,204870
2,20388,8,0,2,2,0,0,150028,426037
0,24524,18,1,6,0,0,2,150030,106218
2,17902,15,0,2,2,0,0,150032,480854
2,53103,4,3,2,13,1,0,150034,1272041
2,80153,17,0,2,1,0,0,150036,1757710
2,210320,3,0,0,3,0,0,150038,314624
1,209414,6,2,2,2,2,0,150040,330539
2,139270,5,0,0,9,0,1,150042,2123996
0,10509,2,1,1,5,0,2,150044,467817
2,52738,2,0,1,1,0,1,150046,472477
2,22454,3,0,1,2,0,0,150048,1081964
1,141145,6,0,0,3,2,0,150050,2365879
2,73628,7,2,0,2,0,0,150052,1731230
2,86482,12,0,1,11,1,0,150054,129222
2,164366,3,0,3,3,0,2,150056,2248805
0,94630,1,1,2,0,0,1,150058,77449
0,280437,5,2,2,2,0,1,150060,101805
0,287344,0,1,2,3,0,1,150062,129114
2,374698,1,0,2,1,0,0,150064,272087
2,218238,5,0,0,2,0,0,150066,228073
2,73222,0,0,0,1,0,0,150068,1825974
2,142085,3,0,1,2,0,0,150070,1405808
0,75578,13,2,5,1,2,2,150072,239593
2,52260,6,1,5,3,0,0,150074,85829
3,15994,3,0,0,0,0,0,150076,1086214
0,36712,17,0,1,1,0,1,150078,131278
3,182545,5,0,1,0,0,0,150080,2572160
2,35639,6,2,1,1,0,0,150082,812265
2,63044,4,0,0,4,0,0,150084,86553
0,74436,3,3,7,1,0,5,150090,45339
2,255647,14,1,4,5,0,0,150092,1801071
0,54832,5,1,4,0,0,1,150104,44918
0,111480,7,1,5,0,0,1,150116,59206
0,44478,10,1,7,4,0,2,150132,52276
4,215908,7,0,0,12,0,0,150140,3001186
4,122619,3,0,2,0,0,2,150146,1289430
4,48848,0,0,0,1,0,1,150148,68493
2,27548,6,1,1,5,0,0,150152,234748
2,211220,0,1,0,2,0,0,150156,1345505
2,324930,7,0,0,12,0,0,150190,3867396
2,374416,14,0,3,3,0,1,150194,5290524
0,65777,0,4,2,0,0,4,150196,39676
0,39288,1,3,11,10,0,5,150202,42810
0,4459,1,4,3,4,1,6,150206,44967
0,80082,3,1,13,1,0,2,150210,49854
0,152393,0,3,2,0,0,1,150218,61662
0,110457,1,2,3,0,0,1,150226,28509
3,178189,0,0,0,0,0,0,150228,2415372
0,325712,18,1,2,28,0,5,150230,2974050
2,317198,1,4,4,4,1,3,150232,3856042
1,84105,10,8,7,0,1,1,150234,1865368
0,286987,0,3,4,2,0,2,150236,3098874
2,271954,5,1,1,1,0,0,150238,3142958
2,54330,1,1,2,3,0,0,150240,1720044
2,129119,5,0,0,2,0,0,150242,2249712
2,328480,0,2,2,4,4,3,150244,3881700
0,284250,4,0,0,1,0,1,150246,3463014
0,82655,7,2,1,13,1,2,150248,1686327
2,325134,4,0,2,2,0,0,150250,4306308
0,159109,9,3,3,10,1,5,150252,2381355
0,354216,4,2,6,3,0,4,150254,4935372
2,376358,3,2,2,2,0,0,150256,1602575
0,174751,4,1,10,6,1,9,150258,2140037
0,45098,11,1,1,5,0,3,150260,1454545
0,57718,0,0,2,1,0,2,150262,1847645
2,132873,1,0,0,6,0,0,150264,1849755
1,333360,0,0,0,0,1,0,150266,3790720
2,370665,2,1,7,1,0,2,150268,4535650
4,333596,30,4,12,3,0,1,150270,4183692
0,331190,12,6,5,39,3,6,150272,3268668
2,299553,5,3,6,5,0,1,150274,4416518
0,360055,1,1,2,0,0,1,150276,4642044
4,336313,2,5,17,144,2,7,150278,2141773
4,296244,8,0,0,5,0,0,150280,3949586
0,256959,5,0,0,9,0,4,150282,4287610
0,127363,2,1,4,1,0,2,150284,1037223
1,28859,0,4,4,2,3,2,150286,104119
0,168379,4,0,2,2,0,5,150292,2091235
2,329440,24,2,5,49,4,10,150294,3387542
0,41518,0,2,2,0,0,3,150296,1438298
2,277934,2,0,2,1,0,0,150298,3477480
2,141901,3,1,0,3,0,0,150300,2261505
2,94555,1,2,3,1,0,0,150302,2187203
0,46494,1,0,5,4,0,5,150304,127562
0,50669,1,1,4,1,0,2,150306,151666
0,242354,5,2,2,2,0,2,150308,53933
0,39436,11,3,4,6,0,5,150312,220827
0,277968,37,2,12,4,0,5,150316,1369667
0,127894,2,3,1,1,0,2,150318,2193782
0,37460,2,2,3,11,1,8,150320,1334470
3,26379,3,2,2,2,0,2,150322,1532957
0,27621,7,3,1,2,1,3,150324,1013542
0,102632,8,4,8,17,0,5,150334,2077833
0,279973,14,3,0,1,1,5,150336,3034594
3,210408,0,0,0,0,0,0,150338,2586682
2,291157,0,4,1,2,0,0,150340,3554418
2,275269,5,1,5,19,0,6,150342,315642
0,283589,0,1,5,6,0,1,150344,2905838
2,258100,0,0,0,3,0,1,150346,2379679
0,30117,3,2,8,5,0,7,150348,78474
0,86068,17,2,2,19,0,2,150350,84096
2,313628,0,4,3,2,0,1,150352,4315956
0,138038,2,5,2,1,1,3,150354,2326087
0,43856,4,3,9,3,1,8,150356,30652
2,118026,2,0,0,1,0,0,150358,2087838
0,284050,0,5,10,0,0,3,150360,2642524
2,105991,5,0,0,1,0,0,150362,2014268
4,287497,7,0,0,13,0,0,150364,3958072
2,320420,0,0,0,1,0,0,150367,3249478
0,77194,8,3,1,7,0,5,150369,784145
2,77855,8,1,4,2,0,1,150371,1206479
2,48661,1,2,2,5,0,0,150373,304072
2,204755,4,2,3,3,0,1,150375,2403867
0,16075,2,5,8,5,1,6,150377,167187
2,74842,4,1,7,3,0,1,150379,1849027
1,122198,10,7,9,11,2,1,150381,1928329
2,173928,11,2,3,18,0,3,150383,826110
2,24154,4,2,0,5,0,0,150385,1092385
0,59297,5,3,2,12,0,3,150387,306474
2,254277,0,0,0,2,0,0,150391,3492436
0,321191,5,2,5,1,0,1,150393,3797004
2,349176,16,6,3,3,0,0,150395,3853452
2,374883,3,0,0,4,0,1,150397,138810
0,350554,1,0,1,0,0,2,150399,97035
2,325173,12,1,12,24,1,4,150401,3511596
2,118236,0,1,3,1,0,0,150407,42522
0,124122,2,0,4,1,0,1,150413,70327
0,49719,1,2,9,14,1,6,150417,68014
0,198667,0,2,3,0,0,1,150421,64662
4,197053,8,2,3,3,0,2,150425,58285
0,113700,2,1,2,1,0,1,150433,50620
0,83119,2,2,3,1,0,7,150441,48188
0,16912,3,0,6,0,0,1,150443,47945
0,225834,4,1,5,0,0,1,150445,46147
2,86942,0,1,3,5,0,0,150459,78356
0,74884,11,2,4,10,0,2,150473,76869
2,60181,7,1,10,1,0,1,150477,71241
2,143355,5,1,9,4,0,2,150479,70758
2,29982,5,0,1,3,0,0,150523,1107850
3,360626,0,2,3,0,0,0,150534,61496
2,215408,5,0,0,1,0,0,150536,1476250
0,362703,1,2,7,12,0,8,150538,4076760
0,289190,4,0,0,1,0,2,150540,3854104
2,54657,0,0,0,2,0,0,150542,1607568
0,347767,5,0,0,2,0,3,150544,4689996
1,57393,1,2,7,0,1,0,150546,1429313
2,67339,1,0,1,1,0,0,150550,199148
0,253353,4,4,3,25,2,12,150552,1127884
0,32643,2,0,8,2,0,3,150554,119571
0,31237,0,0,0,0,0,1,150556,1198405
0,342502,2,3,5,1,0,2,150558,2048865
0,55949,9,2,10,8,0,6,150560,118063
0,222932,5,1,2,1,0,5,150562,211328
2,103851,4,0,0,1,0,0,150564,261742
0,243442,6,2,3,23,0,4,150566,3004278
2,196398,5,2,1,4,1,0,150568,2871116
2,267310,2,3,2,12,0,0,150570,3508830
0,256735,9,6,4,5,3,3,150572,3006756
0,5953,10,2,9,6,0,4,150580,65957
0,266249,0,1,3,2,0,3,150582,23137
0,354105,4,0,1,1,0,3,150584,26193
0,258384,18,2,10,5,0,4,150586,27244
0,259325,8,3,6,4,0,6,150588,29790
0,61046,4,6,10,5,0,9,150590,29685
0,193321,0,4,6,3,0,7,150594,47978
0,371759,2,1,3,1,0,3,150596,4701546
2,288463,6,1,5,22,1,3,150598,2992524
2,115547,5,0,4,8,0,1,150600,2121377
4,333675,3,3,9,24,0,6,150602,4048668
2,272548,6,1,10,3,0,1,150604,2718440
0,140229,3,2,3,1,0,4,150606,2103171
0,361671,0,0,1,1,0,3,150608,5227516
0,245697,7,2,0,3,0,2,150610,1946193
2,294825,0,0,0,5,0,1,150612,2512236
2,61662,1,0,0,2,0,0,150615,240610
4,31343,0,0,0,1,0,2,150617,69970
4,150049,9,0,0,6,0,1,150619,1988699
2,13713,3,3,5,1,0,0,150621,477988
2,347155,2,0,2,5,0,1,150629,93611
2,38883,8,1,6,3,0,0,150631,1322354
4,322317,0,0,0,2,0,0,150633,5129768
0,236570,1,5,5,2,1,6,150635,58949
0,84782,8,0,2,2,0,1,150637,50326
0,277631,1,2,4,1,0,2,150647,75756
2,329407,1,0,0,3,0,0,150649,4221708
0,135307,1,0,3,2,0,3,150651,782847
0,212753,6,5,8,9,4,5,150653,2179035
2,358238,2,3,1,6,0,0,150655,3550078
2,376823,0,0,0,1,0,0,150657,3231100
2,303665,1,0,1,1,0,0,150659,4021190
0,104041,1,3,4,2,1,2,150661,71862
0,86232,1,5,5,3,0,8,150663,21607
4,139712,1,0,0,2,0,0,150665,1884351
4,106739,0,0,0,1,0,1,150667,1957955
3,372113,4,0,1,0,0,0,150669,5051390
0,150054,7,0,1,2,0,1,150671,1918984
2,321974,5,1,2,12,1,2,150674,3707114
0,80970,7,0,1,0,0,2,150684,125806
2,253150,0,0,0,4,0,0,150688,3648510
0,137333,0,1,3,16,0,5,150694,2321502
4,371492,1,1,2,0,1,2,150696,4449576
2,340401,9,1,5,5,0,1,150700,4404474
0,273167,1,2,4,2,0,1,150704,61022
0,71445,2,3,5,0,0,1,150716,86942
2,293006,2,0,0,1,0,0,150722,3797808
2,377206,2,2,2,4,0,1,150724,3951298
2,249926,3,2,3,17,1,4,150726,2914762
2,72054,21,1,5,2,0,0,150728,1690368
0,86987,0,1,6,3,0,2,150730,1809231
2,89877,33,3,5,3,0,1,150732,1699135
0,270724,1,3,3,0,0,1,150734,3667798
2,286687,2,2,2,1,0,0,150736,3985604
0,76764,1,0,7,3,0,4,150742,72405
0,151687,0,1,5,0,0,1,150748,78956
0,279006,0,0,0,0,0,1,150756,82608
0,284467,0,2,5,0,0,3,150762,63155
2,180813,2,0,2,1,0,0,150766,2010939
2,356994,0,0,0,3,0,0,150768,3750826
0,198890,5,3,5,0,0,1,150772,55119
2,315880,5,3,3,9,0,2,150774,3530978
0,340176,16,5,2,7,0,3,150776,4439120
2,361854,8,1,6,2,0,0,150778,1726252
2,173056,7,0,0,2,0,0,150780,2438860
0,23382,4,1,4,0,0,2,150786,469318
2,286697,0,0,0,1,0,0,150788,3904778
1,85696,1,5,5,0,2,0,150790,1885440
2,92189,0,1,3,1,0,0,150792,50692
2,220075,0,0,0,1,0,0,150794,2512962
0,53766,4,3,2,8,1,4,150798,11865
2,130275,7,0,0,4,0,1,150800,12465
0,124527,1,1,3,2,0,1,150818,46784
2,155336,0,0,0,1,0,0,150838,2444006
0,85611,1,2,6,1,0,1,150840,54346
0,3025,3,0,5,5,0,7,150842,54416
2,76817,5,0,1,2,0,0,150844,420116
2,187442,5,0,0,3,0,0,150846,2842470
2,345875,1,1,2,16,2,3,150848,3311988
2,279997,8,0,2,13,0,0,150850,2536124
0,85032,2,0,1,1,0,3,150852,1842532
3,313985,0,0,0,0,0,0,150854,115418
2,68184,2,4,4,5,0,3,150858,1413489
4,40768,0,0,0,1,1,0,150860,359281
2,253304,1,0,0,2,0,0,150862,3395792
2,79997,22,2,4,8,0,0,150864,2056501
3,50526,0,0,0,0,0,0,150866,1542391
0,77600,2,0,1,0,0,1,150868,1047481
2,79516,5,3,3,2,0,0,150870,2005363
3,360627,0,0,0,0,0,0,150872,66933
2,36620,7,0,1,3,0,0,150874,1291634
2,26314,3,0,1,1,0,0,150876,932533
0,176535,21,0,3,0,0,3,150878,1118084
2,74921,3,2,0,2,0,0,150880,238825
2,153266,1,1,2,2,0,0,150882,120261
2,78326,8,0,0,3,0,0,150884,1808045
2,58553,1,0,0,2,0,0,150886,100388
2,36626,5,0,2,4,0,0,150888,986232
2,31855,4,0,1,3,0,0,150890,476872
4,13274,3,1,4,4,0,0,150892,489134
2,16907,8,1,5,3,0,1,150894,476680
0,209385,2,3,2,1,0,1,150896,2113820
2,36377,5,2,1,3,0,0,150898,1420543
0,144942,0,0,3,0,0,2,150900,2540072
2,176037,0,0,0,1,0,0,150902,2282989
2,329550,12,2,1,3,0,0,150904,4128514
0,38941,18,2,3,4,0,2,150906,1344726
4,282768,4,1,1,2,0,0,150908,3337188
2,90909,0,0,0,1,0,0,150910,73715
0,93862,0,1,4,2,0,1,150914,65790
0,152388,2,0,3,0,0,1,150916,3141810
0,85434,10,0,3,27,3,2,150922,1847584
0,169009,2,1,0,1,1,1,150931,88853
2,285011,14,2,5,8,0,6,150933,135173
2,110372,4,0,0,3,0,0,150939,1361838
2,48431,1,1,2,1,0,0,150941,368375
0,108246,16,15,13,1,1,2,150948,32487
0,133255,9,1,2,4,0,5,150950,31406
2,63654,4,3,12,7,0,0,150954,1851988
0,71918,7,5,6,1,0,2,150956,1305803
2,106495,18,3,20,3,0,2,150962,26632
4,54242,3,2,3,2,1,2,150964,9369
2,190183,10,1,1,1,0,0,150968,31648
2,165462,10,2,3,1,0,1,150970,40593
2,156981,3,5,1,27,1,0,150976,1600429
0,193439,3,0,5,1,0,2,150981,40805
2,257907,8,2,3,2,0,0,150986,30781
0,267483,14,1,0,0,0,1,150988,31999
0,284514,10,2,5,22,1,1,150993,3510480
2,351145,4,2,4,6,0,1,150995,3169770
2,38057,4,0,2,2,0,0,151011,496386
0,113843,2,5,4,3,0,4,151021,47680
2,218221,3,5,1,9,0,1,151023,47300
2,339790,6,1,3,9,0,2,151027,3581384
2,126423,3,0,2,1,0,0,151030,424359
0,322400,1,2,3,4,0,2,151032,1727578
2,153444,12,0,1,9,0,3,151036,20814
2,184819,8,0,1,7,0,1,151038,16232
