noDataCast,femaleCast,maleCast,noDataCrew,femaleCrew,maleCrew,tmdbId,movieId,imdbId
3,0,2,7,0,1,289198,140537,3379456
0,0,0,2,0,0,88013,140539,3
2,0,0,1,0,0,143634,140541,516
0,0,0,1,0,0,193977,140543,279692
0,0,0,1,0,0,85221,140545,682
0,0,0,1,0,0,127391,140547,1740545
0,0,0,1,0,0,212362,140549,1189078
1,0,0,1,0,0,49273,140551,455
2,0,3,1,0,1,100247,140553,1737
0,0,0,1,0,0,133213,140555,5198
8,0,0,3,0,0,205263,140557,205719
3,1,1,3,0,5,24448,140559,439418
0,0,1,0,0,0,343295,140561,4705522
1,3,4,1,0,2,114955,140565,2165933
1,3,4,3,1,10,130296,140567,64988
2,1,4,2,0,1,52485,140569,77587
14,1,2,4,1,2,200580,140571,2262270
0,0,0,0,0,0,204095,140573,1865403
0,0,1,1,0,0,243026,140577,47862
4,2,6,1,0,4,31410,140579,90257
8,4,16,13,0,5,345944,140581,3910602
4,1,5,1,0,6,37487,140583,55423
6,4,5,2,0,2,38666,140585,53445
3,0,7,2,0,2,155685,140587,57851
2,2,7,5,0,3,107427,140589,46937
9,1,4,6,0,1,105687,140593,72837
9,0,1,7,0,5,276155,140597,40619
0,3,10,2,0,3,15531,140617,1018723
1,0,6,1,0,0,347528,140619,3271220
0,0,1,0,0,0,234931,140621,2626962
0,0,1,1,0,1,312149,140623,4286440
36,1,4,10,0,0,332270,140627,4084744
13,0,0,3,0,0,202570,140629,2924590
9,3,3,6,1,7,128311,140631,1934458
0,0,0,6,0,0,262897,140633,3326110
9,0,1,2,0,0,337073,140635,3480446
1,6,2,0,1,2,117904,140637,143296
0,4,0,1,1,1,109797,140639,329414
1,0,2,0,0,1,84730,140647,289138
15,3,4,6,0,5,41012,140649,118906
4,1,0,66,0,1,60279,140651,1224369
9,0,1,1,0,0,27907,140653,960792
9,3,3,3,0,0,124471,140655,2371411
2,0,3,1,0,1,45716,140657,93910
2,0,4,3,0,2,77882,140659,66302
1,0,5,2,0,2,55149,140665,96744
0,3,2,1,0,0,135510,140667,78986
10,0,0,2,0,0,223566,140681,2552296
29,5,5,30,1,3,243233,140683,2476552
0,0,0,3,0,0,261005,140685,282154
5,0,2,2,0,0,123730,140687,99447
14,0,1,6,0,3,40368,140689,82818
9,3,1,6,0,1,104360,140693,68272
4,2,3,1,0,1,257932,140699,2911342
3,1,3,24,3,5,296130,140701,3397918
4,0,0,2,0,1,60813,140703,129805
3,4,9,3,0,0,103601,140705,91213
3,4,10,2,0,2,23903,140707,1350484
15,9,7,1,0,0,246699,140709,2951788
19,8,31,56,2,14,261392,140711,3316948
12,4,7,35,3,7,192141,140713,1781922
34,5,21,14,2,14,277216,140715,1398426
2,1,0,1,0,0,167284,140717,348884
2,1,1,3,0,1,298078,140719,2668150
5,2,4,18,3,7,135858,140721,1733125
14,2,3,4,0,0,34210,140723,1120889
12,2,3,27,1,11,310133,140725,3813310
3,1,5,9,1,4,49070,140729,294806
3,1,2,0,0,3,45940,140731,67729
1,2,6,1,0,1,56821,140733,87589
2,6,10,2,0,3,134777,140737,830361
1,1,2,8,1,2,41423,140739,419722
2,1,4,2,0,0,41636,140741,218298
12,2,1,2,0,0,19654,140743,173906
2,1,4,2,0,1,19828,140745,312297
1,4,3,0,1,2,40205,140747,1646876
3,1,2,0,1,0,23427,140749,455299
4,1,1,2,0,0,32633,140751,466669
9,0,4,10,0,5,146778,140753,2404645
8,0,1,1,0,1,77583,140755,494253
7,1,0,1,0,1,19369,140757,1137994
0,1,6,1,0,2,36041,140759,1332100
3,5,2,10,0,4,29063,140761,300996
0,0,0,0,0,0,185768,140763,1374841
11,0,1,0,0,1,135465,140765,1756447
4,1,0,1,0,0,35005,140767,356485
5,6,2,25,3,3,152042,140769,2205948
4,2,8,3,0,2,212926,140771,38826
0,0,2,15,0,11,251471,140773,3214286
4,0,2,2,0,0,157420,140775,2181961
10,4,10,5,0,2,283700,140777,3125652
2,2,3,0,0,2,42478,140779,1079964
9,2,4,8,0,1,117550,140783,215837
2,2,1,2,0,0,238593,140785,2579200
9,1,1,3,0,0,253687,140787,2536428
3,0,0,1,0,1,45943,140789,283623
6,3,4,4,0,7,260372,140791,3307726
14,4,8,1,0,0,50670,140793,81520
9,0,0,6,0,0,53064,140795,930902
3,3,2,1,0,1,13430,140797,488870
7,3,9,6,1,10,22121,140799,72325
8,0,2,2,0,2,256930,140801,2247566
3,0,1,5,0,2,241693,140803,3316302
7,4,3,9,0,1,295830,140805,2072230
8,6,1,3,0,0,30575,140807,109277
8,3,0,7,0,0,37100,140809,106417
9,5,0,6,0,0,28460,140811,112513
3,0,6,0,0,2,59557,140814,813789
6,3,6,11,2,9,308084,140816,3824458
14,0,2,1,0,1,16923,140818,1294699
1,3,6,22,1,2,284674,140820,2091478
1,7,5,1,0,1,39773,140822,1230387
4,2,2,0,0,1,307293,140824,4254516
6,6,2,9,0,1,259300,140828,3008816
2,3,7,3,0,1,56672,140830,765465
5,2,3,2,1,1,42053,140832,1506458
1,5,7,0,1,1,135579,140838,1989485
6,0,3,26,3,6,216580,140840,2378453
4,0,0,1,0,2,8930,140842,881310
6,4,10,33,1,7,319337,140844,1708135
7,1,3,12,1,0,319340,140846,4255626
1,0,3,4,1,2,126862,140848,2091880
4,5,3,8,4,5,258284,140850,1706598
16,0,0,7,0,0,50162,140852,225009
5,2,3,7,0,2,95077,140854,68443
7,2,1,14,2,4,274899,140856,3038142
3,1,0,1,0,2,299828,140858,3313908
1,1,5,2,0,1,81229,140860,338086
4,0,2,3,0,0,57775,140862,466043
15,2,0,9,0,3,324578,140864,3919820
1,1,2,4,2,1,298729,140866,3825738
1,1,2,3,3,5,261036,140868,2637378
7,2,3,6,0,3,44320,140870,815447
5,3,1,3,0,1,268917,140872,3072636
14,4,6,2,1,0,347035,140874,1227183
6,0,0,3,0,0,262782,140876,2789926
8,1,6,12,0,2,258034,140878,2260850
5,5,5,5,0,0,60850,140880,838192
11,1,3,6,0,1,202456,140882,2871256
15,0,0,4,0,0,107039,140884,304790
5,1,2,4,0,2,292387,140888,3759430
9,0,0,20,0,0,297641,140890,3509662
7,3,3,2,0,0,80754,140904,142081
1,0,1,3,0,0,225408,140908,79111
8,3,0,10,0,1,44741,140916,70358
0,2,3,5,0,0,131585,140922,195621
5,1,1,9,0,2,68823,140924,63033
1,2,2,0,1,2,75713,140926,1786742
33,20,14,57,10,22,274479,140928,2446980
6,0,2,2,0,0,73669,140932,1766085
0,1,2,0,0,1,75025,140934,310243
7,2,8,7,1,4,109610,140936,90748
3,2,3,1,0,2,63670,140938,455829
6,2,1,1,0,1,94052,140940,312403
7,0,7,3,0,0,53129,140942,374298
9,1,4,2,0,3,17935,140944,1242457
5,2,5,4,0,0,61998,140946,1606652
0,0,0,0,0,0,43651,140948,1176730
4,0,1,2,0,2,52761,140954,145891
7,0,0,9,0,0,256836,140958,2446600
2,2,3,1,0,3,64383,140960,498118
2,1,3,2,0,1,351043,140962,2837336
4,1,5,8,0,1,150191,140964,76564
0,0,1,4,0,0,260891,140972,72634
1,3,4,2,0,9,92292,140974,67787
12,1,5,14,0,2,28482,140976,79971
45,2,6,4,0,6,202839,140984,28225
11,0,4,11,0,2,296820,140986,27056
4,1,3,4,0,4,130624,140988,26762
3,2,1,6,0,2,179553,140990,28974
1,5,9,2,0,2,81438,140992,1942839
0,0,0,1,0,0,210050,140994,2258513
5,1,1,3,0,0,282374,140996,1554929
4,2,3,2,0,1,193502,141000,2315236
1,2,1,4,0,0,81760,141002,270919
3,2,11,73,4,6,228066,141004,1976009
2,3,4,1,1,4,47736,141006,86182
4,1,3,2,0,0,84401,141008,1976608
0,0,1,1,0,0,185326,141010,2711748
2,2,6,16,1,3,160907,141012,2364659
0,0,0,0,0,2,118553,141014,119689
1,0,0,3,0,0,74128,141016,1173922
1,1,2,0,0,4,19247,141018,78780
5,3,2,5,0,2,4705,141032,74682
6,2,4,2,0,1,274820,141036,2217895
1,5,5,2,0,0,26189,141038,282521
0,0,1,0,0,0,243059,141040,846787
8,1,2,3,0,2,231009,141042,156091
0,0,0,3,0,0,339327,141044,3606298
5,3,1,6,0,0,91624,141046,78235
5,0,0,24,1,0,287628,141050,3170902
1,0,0,4,0,0,336251,141052,3815248
2,0,1,21,0,4,325263,141054,4292554
4,3,4,12,0,4,76871,141056,67943
1,0,1,0,0,1,353898,141058,3449292
7,0,1,19,0,5,336203,141060,4635372
3,1,1,1,0,0,306543,141062,3851324
0,0,1,0,0,2,316170,141064,1339686
1,1,4,0,0,1,50341,141072,1185594
3,1,2,9,0,7,65628,141078,54870
5,1,2,10,0,4,116236,141084,56665
5,2,2,4,0,3,297505,141088,63421
6,2,1,5,0,3,289679,141090,62367
1,8,2,15,0,3,270463,141092,60456
0,1,4,6,0,4,270470,141094,57026
0,0,0,2,0,0,192431,141096,481269
1,0,2,0,0,3,317655,141098,4076756
2,3,2,8,0,4,82567,141100,53319
2,1,1,3,0,4,136627,141102,47990
5,4,6,9,2,10,31169,141104,1010278
3,3,5,1,0,0,228039,141106,1426748
3,0,12,12,0,4,64735,141110,50803
3,5,6,2,0,2,99762,141112,2011218
0,1,3,1,0,2,75634,141114,480002
9,0,5,6,0,2,66127,141116,83264
3,2,1,1,0,0,354128,141118,4819514
0,2,3,6,0,2,330037,141120,3802576
1,0,1,0,0,1,37091,141124,396587
0,0,2,4,0,1,278388,141126,875695
0,0,1,3,0,2,264569,141129,3667148
5,2,2,29,0,0,354556,141131,4600952
7,1,2,3,0,3,39915,141133,106559
3,5,3,0,0,2,265640,141135,74988
0,3,1,0,1,3,49455,141137,93961
5,1,7,8,0,1,209764,141139,2990738
9,0,2,2,0,0,115873,141149,2612156
4,2,3,4,0,8,116155,141156,26055
4,1,5,1,0,0,16566,141158,402014
1,3,3,1,0,1,20931,141162,476884
4,2,11,4,0,7,42949,141166,940656
4,0,7,0,0,2,189621,141170,16634
1,1,2,3,0,0,100024,141175,1562567
2,2,7,0,0,2,83415,141177,92684
23,3,4,3,0,2,98203,141179,1699745
1,2,5,1,0,4,175386,141181,39260
1,4,4,0,0,5,239519,141185,43417
2,2,13,7,1,4,33787,141189,97423
1,0,2,0,0,1,58646,141191,460892
5,6,5,4,3,6,74430,141193,69377
5,5,5,12,0,5,2988,141195,70157
4,1,7,7,0,2,167583,141197,75879
10,0,0,6,0,0,27328,141199,76295
0,2,3,3,0,0,212051,141201,345177
1,1,2,5,0,2,190213,141203,80322
9,1,9,3,0,3,33551,141205,39998
3,1,2,1,0,1,253876,141207,1516586
7,4,4,1,0,2,142106,141214,1826813
6,5,5,1,2,0,56968,141216,1528227
6,1,6,33,0,2,21927,141219,485376
8,7,9,2,0,3,25713,141242,1056036
0,0,1,1,0,0,354544,141251,4512714
6,3,3,6,0,1,10492,141260,239406
2,0,0,2,0,1,121550,141262,145777
2,4,4,1,0,3,99863,141264,32476
4,8,19,1,0,3,73430,141269,35952
4,9,10,1,1,9,46617,141271,30216
5,0,11,3,0,2,107076,141273,49302
0,1,5,5,2,3,19505,141275,260949
2,1,7,4,0,10,97991,141277,34846
3,0,7,2,0,0,189723,141281,56065
2,3,8,1,0,2,180114,141283,36009
0,5,11,0,0,2,41241,141286,169989
0,2,2,2,0,0,87388,141288,104495
2,2,5,2,0,2,177190,141290,21919
2,1,5,1,0,2,158750,141292,117096
0,2,3,0,1,2,180152,141297,93688
25,1,0,10,1,4,273106,141299,255873
7,3,0,2,1,4,120672,141301,15224
14,0,1,12,0,0,136752,141303,1935870
2,7,5,1,0,2,170603,141305,105289
4,4,11,2,1,3,198143,141307,31946
24,9,10,1,0,7,58625,141309,1707687
19,0,9,4,0,0,257447,141311,2361184
1,2,8,1,0,4,66568,141315,62445
0,0,0,1,0,0,299359,141317,2376440
1,1,4,1,0,1,72639,141319,71412
4,3,10,7,0,5,12598,141321,67274
2,5,8,2,0,8,134480,141323,28953
4,2,11,1,0,3,43142,141327,51978
2,1,8,1,0,8,248639,141329,24373
6,2,4,11,0,1,139349,141333,75097
3,3,2,2,0,0,207850,141345,1986998
6,4,2,2,0,1,290789,141349,2345721
1,1,7,1,0,4,43710,141353,62490
3,1,1,2,0,0,344591,141355,3203954
1,2,4,2,0,0,27306,141357,270841
1,4,14,6,4,5,28646,141359,120187
3,2,1,5,0,0,27351,141361,820111
5,2,2,1,0,1,82466,141363,1544578
0,0,2,0,0,1,64218,141365,124349
1,1,4,2,0,1,97187,141367,220218
5,2,0,2,0,0,76940,141369,1468324
5,1,0,1,0,0,20044,141371,1483385
3,0,0,2,0,0,63046,141373,1832484
0,0,4,1,0,1,52764,141375,847526
0,4,4,2,0,1,250558,141377,182526
0,0,0,1,0,0,138450,141379,2364953
1,1,6,2,0,0,56725,141381,98026
1,1,5,2,1,3,68115,141383,114648
4,0,0,3,0,0,21836,141385,1249453
21,1,0,8,0,2,206461,141387,54350
4,1,2,0,1,0,49978,141389,96863
9,0,3,2,0,1,42132,141391,82729
5,4,11,28,0,3,318922,141393,2474958
14,3,1,28,0,0,323694,141395,2885628
2,5,6,24,5,8,301875,141397,3289728
18,0,4,2,0,2,48297,141400,77973
9,7,13,6,0,3,329637,141402,2621446
6,5,6,8,1,8,273477,141408,1727776
5,4,3,2,0,1,196065,141410,79771
0,0,0,1,0,0,253155,141412,3362914
1,1,1,2,3,0,83232,141414,62144
5,1,0,1,0,4,315859,141416,3921314
1,3,5,2,0,0,180679,141418,1801096
2,0,0,1,0,0,59429,141420,1728179
9,6,7,46,7,4,245168,141422,3077214
3,1,3,3,0,7,113638,141424,23990
7,1,5,2,0,0,319669,141426,3446906
6,2,2,11,2,1,285860,141428,3369248
4,4,4,1,0,1,29008,141430,380736
2,3,1,5,3,0,319373,141432,4298958
6,1,2,9,0,3,290316,141434,3203992
1,1,0,4,0,0,336655,141436,4429074
3,1,1,10,1,0,295111,141438,4105466
4,0,0,5,0,0,260313,141440,3900206
4,1,0,1,0,0,284048,141442,3104102
0,0,0,1,0,0,320643,141444,3420848
1,2,2,1,0,0,58858,141446,1779824
4,5,6,6,0,1,32671,141448,415833
0,2,3,2,0,2,265758,141450,454753
2,3,0,5,0,0,16516,141452,997274
1,0,0,5,0,2,183859,141454,65894
0,1,0,2,0,0,62323,141456,1521877
0,0,0,1,0,0,139572,141458,2088883
13,2,5,2,0,0,79721,141462,1416336
0,0,0,1,0,0,224297,141464,3060670
18,1,1,13,0,4,107406,141466,131515
2,0,0,0,0,3,259999,141468,2674040
4,0,1,7,0,3,135679,141470,762070
3,0,3,0,0,2,274906,141472,3510820
6,1,3,4,0,4,105584,141474,62113
9,5,3,3,0,0,27255,141478,867295
12,1,2,10,0,0,2909,141480,74671
0,0,0,1,0,0,171885,141483,2421498
11,0,0,3,1,1,336206,141485,4593108
6,1,7,3,0,2,45075,141487,1730695
0,0,0,0,0,3,261884,141489,3948786
14,1,0,3,0,2,83052,141491,1629251
3,3,8,20,2,4,12448,141493,257778
4,2,6,1,0,3,204342,141495,2708764
4,6,8,6,1,2,91973,141497,1817209
1,1,4,3,0,2,293828,141501,3350890
7,0,3,4,0,0,20947,141505,70413
1,1,4,11,2,5,347096,141509,3478232
1,3,11,9,0,2,208242,141511,2663744
4,2,2,11,0,0,253255,141513,3457734
1,2,4,4,0,5,83581,141515,218616
0,0,0,4,0,0,209921,141517,2023694
3,1,6,3,0,1,49087,141520,1694019
3,4,6,0,2,2,54040,141522,420313
1,0,0,6,0,0,132912,141524,1734163
0,0,0,5,0,0,41061,141526,142632
1,5,4,8,0,3,113388,141530,2328503
32,2,4,48,1,1,48119,141532,800275
5,1,3,15,0,2,48856,141534,379484
6,3,10,0,0,3,346646,141536,4768764
1,1,10,0,0,1,291549,141538,3501416
0,0,0,0,0,0,65103,141542,1437364
33,3,9,24,0,0,310135,141544,3672742
5,0,4,1,0,3,63569,141546,60083
3,3,3,0,0,2,70418,141550,1647483
1,1,2,1,0,1,22084,141552,1090750
0,2,1,0,1,0,45602,141554,243220
15,2,4,13,0,2,217414,141556,2604346
1,0,2,1,0,0,106194,141558,469772
0,0,0,1,0,1,67280,141560,823715
5,0,1,0,0,3,86955,141564,15634
2,1,3,4,0,2,111344,141573,25094
4,0,0,2,0,0,138167,141583,1886740
0,0,1,0,0,3,86990,141588,38687
5,2,1,2,0,3,336664,141590,3784222
0,0,4,0,0,4,23388,141592,36301
6,2,0,13,0,1,52050,141594,1092411
1,0,1,3,0,0,267815,141598,3907090
0,3,5,0,0,6,85820,141602,37034
3,2,15,2,0,5,6945,141606,82754
2,3,4,0,0,1,270759,141608,3696126
2,2,7,0,0,1,41288,141610,183718
6,1,10,2,0,5,198204,141612,20425
7,1,8,1,0,2,54570,141616,26400
1,1,3,3,0,0,88737,141618,61714
3,6,4,34,3,7,60932,141622,1716767
1,3,3,0,0,2,49843,141628,50749
7,5,3,4,0,0,316885,141630,4180576
5,0,1,2,0,0,319513,141632,3257638
9,2,2,4,0,0,191718,141634,2811878
10,2,4,10,0,6,330421,141636,4429128
4,2,4,0,0,4,177104,141638,46120
6,1,5,2,0,1,348296,141642,4660980
0,2,2,2,0,1,26847,141644,772185
6,4,8,0,0,2,287241,141646,3816372
10,8,11,3,0,4,301351,141648,3787590
3,0,2,4,0,0,253333,141650,3636326
0,3,5,0,0,2,62409,141652,1228915
3,0,1,1,0,0,53743,141656,1168662
0,3,7,2,1,0,112130,141658,1730294
7,4,8,1,0,0,50715,141660,1259227
0,7,7,0,0,2,115616,141662,97487
3,0,2,0,0,1,146949,141664,239594
14,1,3,0,0,2,91691,141666,91096
7,1,4,2,0,4,323272,141668,3832914
2,1,4,3,0,0,180900,141670,2347144
2,1,2,2,0,2,284290,141672,3480158
2,4,0,6,2,0,273153,141674,4080768
2,2,13,13,0,2,16366,141676,264734
4,1,3,4,0,4,281124,141678,696447
1,3,5,0,0,1,357130,141680,696462
0,0,1,5,0,0,128939,141682,50948
0,5,11,3,2,6,352552,141684,4902012
7,7,26,28,6,15,276907,141688,3569230
19,11,11,15,2,4,277710,141690,3317208
34,13,8,15,1,4,306943,141692,2597760
0,2,2,3,0,3,285841,141698,3754976
4,1,2,8,0,7,60061,141700,42780
1,2,2,3,0,2,352173,141702,4430212
4,3,3,6,0,0,353879,141704,3469244
4,0,0,1,0,1,328714,141706,307956
0,0,0,1,0,0,324266,141708,3900822
2,2,2,2,0,2,253253,141710,3297554
6,9,5,3,1,0,301629,141712,4000870
2,3,1,17,2,5,300542,141714,3993894
4,2,4,0,0,3,93840,141716,1959346
13,4,1,40,0,2,323373,141718,3705412
4,1,2,19,0,4,343289,141722,3663644
1,1,1,0,0,2,78572,141725,51102
6,5,4,2,0,0,335837,141727,3400980
2,3,3,3,0,1,288585,141729,3335048
1,1,3,5,0,3,59499,141731,1623759
4,0,0,9,0,0,349048,141733,4537412
1,2,7,6,0,3,11204,141735,461658
3,2,2,0,1,1,238398,141737,2311948
22,0,12,0,0,2,268009,141739,150282
4,1,10,1,0,2,82313,141741,818226
3,1,1,0,0,5,134144,141743,5557
7,0,1,2,0,0,180759,141745,1691926
1,3,2,2,0,0,335874,141747,867270
22,6,10,13,8,8,306819,141749,810819
1,0,0,3,0,0,224894,141751,2402602
12,3,2,8,0,0,295401,141755,4026914
9,0,2,4,0,0,56554,141757,1183489
16,2,2,12,2,6,57876,141761,1519461
1,1,6,5,0,3,357935,141763,675570
3,1,6,1,0,3,263570,141765,50259
6,2,4,2,0,3,128634,141769,105183
2,5,6,4,0,0,330171,141771,3735602
7,1,4,3,0,6,152787,141785,68454
7,2,1,1,0,1,297755,141795,2907640
8,1,2,11,0,1,17433,141797,185708
8,14,12,36,2,11,241843,141799,2490326
1,0,3,0,0,3,141138,141801,79371
8,1,3,1,0,2,148622,141804,96492
6,1,3,1,0,2,32336,141806,84873
3,0,2,6,0,0,27920,141808,54293
6,2,5,2,0,0,27924,141810,79679
7,1,3,3,0,0,65142,141812,89957
9,5,7,4,0,0,73546,141814,73933
2,2,6,4,0,0,27934,141816,75468
4,2,5,3,0,0,27935,141818,186408
8,0,4,1,0,3,46010,141820,67789
4,1,4,4,0,4,63258,141822,49397
6,3,2,2,0,2,57781,141824,240033
6,3,5,1,0,2,56547,141826,79193
6,1,1,0,1,2,77986,141828,329268
7,0,1,3,0,4,57778,141830,70439
5,1,3,1,0,1,63303,141832,50312
9,1,7,4,0,2,78132,141834,81796
13,5,6,2,0,2,42275,141836,73442
3,2,9,1,0,3,80155,141838,76196
5,1,2,1,0,3,71051,141840,84716
0,0,0,0,0,2,41605,141842,481222
4,3,5,3,0,2,31648,141844,65670
0,3,16,6,5,17,324308,141846,4425064
5,0,5,7,1,2,87835,141850,1650537
2,1,7,7,0,4,33789,141852,1027762
1,5,6,1,1,0,125558,141854,1984110
5,2,4,19,0,6,266433,141856,2176722
4,0,2,7,0,0,347328,141858,2819130
11,2,11,1,0,4,319910,141860,2503954
4,0,2,5,0,0,252773,141862,3398868
6,1,6,6,0,1,284279,141864,3102440
14,3,8,48,3,3,313922,141866,4062536
2,3,10,2,0,10,37923,141868,79437
4,0,3,3,0,0,72614,141870,74161
2,0,1,0,0,2,117863,141872,53274
5,1,4,1,1,1,20899,141874,73570
0,0,0,0,0,2,298432,141880,3548962
0,10,4,0,0,0,108586,141882,88865
2,5,1,1,0,2,24436,141884,270317
20,5,12,3,1,3,5900,141886,116729
18,1,0,5,0,1,163428,141888,171177
3,3,13,9,4,10,283587,141890,1365050
0,0,0,1,0,0,328132,141892,2936552
5,0,0,0,0,0,293850,141894,3384890
69,2,6,11,0,1,27724,141896,419081
0,0,0,3,0,0,285460,141898,3588982
2,0,2,0,0,2,241739,141900,1966465
1,5,4,9,2,3,261817,141902,2393805
5,5,4,2,0,0,49693,141904,95511
8,3,1,2,0,0,326441,141908,2187444
3,1,3,6,1,1,273261,141910,2191880
5,4,2,17,0,5,333344,141912,3194590
2,1,1,2,0,0,242462,141914,2631072
10,1,2,20,0,1,356216,141916,2945796
33,7,6,13,0,0,296503,141918,3699692
7,2,8,0,0,2,233490,141920,3150574
1,5,8,11,2,0,261818,141922,1714843
13,8,16,0,0,3,328589,141924,3722070
4,1,1,7,1,3,338928,141926,3065132
5,2,6,21,1,2,317981,141928,3487994
5,0,0,2,0,0,346093,141930,4699624
2,1,5,1,0,1,280005,141932,3529110
0,0,0,2,0,0,355135,141934,1625545
3,2,11,2,0,1,72720,141938,2054778
4,3,3,10,0,1,150213,141940,2549540
6,5,2,2,0,0,50087,141942,1690470
5,1,2,0,1,0,41091,141944,381838
4,0,0,3,0,0,318279,141946,2545428
0,1,3,0,0,1,231392,141948,71773
0,4,4,11,3,2,323674,141950,3799372
1,3,4,0,0,1,41144,141952,1270286
2,1,2,17,1,0,323366,141954,3541080
2,5,0,2,0,0,345468,141956,4255110
5,1,1,2,0,0,57627,141958,1859438
5,2,6,13,1,2,298865,141960,3397556
3,0,1,4,0,0,191312,141962,2403419
3,1,1,8,0,1,279968,141964,2883352
3,1,3,30,1,1,266061,141968,3186946
0,0,0,1,0,1,303903,141970,3918368
4,3,2,20,0,3,350499,141972,4503906
2,1,1,4,0,0,71118,141974,267490
2,2,1,3,0,2,68591,141976,1068284
6,2,0,5,0,1,286452,141978,2363518
6,2,1,2,0,1,70069,141980,956335
1,7,2,6,5,4,50506,141982,1431115
0,3,5,5,0,5,90118,141984,1912982
0,3,3,10,2,4,42673,141986,1361330
5,2,2,3,2,6,275985,141988,3608654
13,1,2,8,1,1,350555,141990,3298600
3,2,1,2,0,0,153781,141992,2551428
3,0,2,1,0,2,295884,141994,4009460
6,3,3,9,0,8,104244,141996,59116
3,1,3,1,1,4,126415,141998,62424
16,1,9,23,0,3,95375,142002,74792
5,1,1,3,0,1,195768,142004,139691
8,1,3,19,0,3,85784,142012,66945
6,0,3,11,0,4,95864,142018,61313
5,1,4,2,0,2,2798,142020,62083
9,2,4,7,0,3,91060,142022,61846
11,5,7,9,1,1,242262,142028,3484266
4,1,0,3,0,0,310123,142030,4228746
17,3,7,32,0,10,287948,142032,2938956
1,1,2,10,1,0,126832,142034,791338
3,1,0,1,0,2,218974,142038,3123116
3,1,2,3,0,5,154582,142040,62679
0,0,0,1,1,1,89625,142042,63345
4,0,2,3,0,0,163942,142044,146592
0,0,0,1,0,0,277261,142046,135496
1,1,2,5,0,1,197177,142048,73555
10,3,6,1,0,2,193315,142050,30881
1,1,4,3,1,4,5804,142052,1151319
0,0,2,1,0,1,86500,142054,1326252
0,0,6,11,0,5,230896,142056,3221698
2,0,2,1,0,1,38060,142058,213065
1,0,3,2,0,1,46963,142060,213689
1,0,0,1,0,0,96701,142062,222874
68,6,5,9,0,2,86868,142064,1794850
45,3,5,4,0,2,31359,142066,214289
9,1,4,3,0,0,294086,142068,2866824
2,4,2,3,1,1,342474,142070,3289712
6,6,1,26,1,6,310137,142072,1230213
3,4,2,21,3,10,263472,142074,3605418
1,2,3,2,0,0,342021,142076,3602144
6,1,3,13,2,1,290714,142078,3074578
2,0,1,8,0,4,75901,142080,45646
8,0,0,12,0,4,312827,142082,3317522
1,0,0,15,0,6,318973,142084,3962848
3,2,11,31,4,5,50126,142086,775362
10,5,4,4,0,1,264264,142088,3038664
6,1,0,8,0,3,83827,142090,413053
4,0,2,4,0,2,128174,142092,66847
0,1,4,2,0,1,87300,142094,4873
5,0,1,12,0,0,248561,142096,2578608
0,0,3,8,1,3,300532,142098,118024
3,0,1,4,0,0,80089,142100,376058
6,5,6,1,0,7,111981,142104,66274
4,2,4,4,0,0,261192,142106,2723240
5,0,0,3,0,0,92780,142108,1554426
7,1,7,57,4,12,296523,142110,2461520
2,3,6,5,0,3,283161,142113,1640718
0,0,1,0,0,2,200813,142115,296310
0,0,0,8,0,4,299729,142117,3995006
7,4,12,2,0,0,120581,142119,31179
8,0,0,1,0,1,65614,142124,464665
5,0,1,6,0,0,271039,142126,2461126
4,2,4,1,0,0,242115,142128,37918
7,3,17,6,0,5,102155,142138,56072
8,0,1,5,0,4,151731,142142,139491
5,4,3,0,1,1,52060,142148,1699746
3,3,4,2,0,2,167733,142150,1727885
3,0,3,2,0,0,258255,142152,1763256
1,2,0,2,0,3,211914,142154,3072668
0,2,1,0,0,1,104150,142156,116924
0,6,3,0,1,2,34204,142158,816520
0,2,3,1,0,2,106513,142162,36255
1,3,3,4,1,0,327749,142164,2463302
4,1,3,2,0,1,169794,142168,2452384
12,1,4,5,0,0,45489,142170,188212
3,0,0,1,0,1,324281,142172,4497142
0,2,2,0,0,2,205076,142174,827179
1,3,2,1,0,2,162383,142176,191610
4,3,7,2,0,0,181574,142178,136199
2,0,6,1,0,2,215302,142180,38243
2,2,0,3,0,0,51272,142182,1446206
3,4,6,6,1,2,81481,142184,2070649
8,1,4,2,0,1,48675,142186,478265
3,1,5,1,0,1,51836,142188,1334278
1,3,3,0,0,1,28640,142190,493409
6,5,5,2,0,5,65014,142192,48064
36,3,7,3,0,0,45052,142194,810444
6,2,5,3,0,0,32285,142196,1151911
10,2,6,8,1,2,74225,142198,91338
13,1,3,12,0,0,288154,142200,2713642
3,0,0,2,0,0,108147,142202,1954780
4,3,5,3,0,1,46169,142204,1017465
0,2,1,0,1,0,74254,142206,455537
6,5,12,0,0,1,338729,142210,4273886
2,9,12,4,1,1,300153,142212,2948840
0,0,0,1,0,0,307510,142214,806136
0,0,0,4,0,1,269961,142216,69115
14,5,7,8,2,7,319341,142218,4080672
15,5,10,19,6,8,303991,142222,1172049
3,0,3,28,0,0,331592,142226,3153582
0,0,6,33,0,4,351901,142228,3957956
4,1,1,2,2,3,60190,142230,103802
11,0,0,15,1,1,358982,142232,2488220
1,0,0,2,0,0,218576,142234,3142234
8,0,1,2,0,0,356149,142236,4141368
2,4,3,9,1,5,315335,142238,4216934
